library,name,tags
lucide,container,storage|shipping|freight|supply chain|docker|environment|devops|code|coding
lucide,contrast,display|accessibility
lucide,cookie,biscuit|privacy|legal|food
lucide,cooking-pot,pod|cooking|recipe|food|kitchen|chef|restaurant|dinner|lunch|breakfast|meal|eat
lucide,copy,clone|duplicate|multiple
lucide,copy-check,clone|duplicate|done|multiple
lucide,copy-minus,clone|duplicate|remove|delete|collapse|subtract|multiple|-
lucide,copy-plus,clone|duplicate|add|multiple|expand|+
lucide,copy-slash,clone|duplicate|cancel|ban|no|stop|forbidden|prohibited|error|multiple|divide|division|split|or|/
lucide,copy-x,cancel|close|delete|remove|clear|multiple|multiply|multiplication|times
lucide,copyleft,licence
lucide,copyright,licence|license
lucide,corner-down-left,arrow|return
lucide,corner-down-right,arrow|indent|tab
lucide,corner-left-down,arrow
lucide,corner-left-up,arrow
lucide,corner-right-down,arrow
lucide,corner-right-up,arrow
lucide,corner-up-left,arrow
lucide,corner-up-right,arrow
lucide,cpu,processor|cores|technology|computer|chip|circuit|memory|ram|specs|gigahertz|ghz
lucide,creative-commons,licence|license
lucide,credit-card,bank|purchase|payment|cc
lucide,croissant,bakery|cooking|food|pastry
lucide,crop,photo|image
lucide,cross,healthcare|first aid
lucide,crosshair,aim|target
lucide,crown,diadem|tiara|circlet|corona|king|ruler|winner|favourite
lucide,cuboid,brick|block|box|3d|solid|volume|container|storage|shipping|carton|geometry|rectangular|hexahedron|butter|tofu|soap|cheese|package|parcel|crate
lucide,cup-soda,beverage|cup|drink|soda|straw|water
lucide,currency,finance|money
lucide,cylinder,shape|elliptical|geometry|container|storage|tin|pot
lucide,dam,electricity|energy|water
lucide,database,storage|memory|container|tin|pot|bytes|servers
lucide,database-backup,storage|memory|bytes|servers|backup|timemachine|rotate|arrow|left
lucide,database-search,storage|memory|container|tin|pot|bytes|servers
lucide,database-zap,cache busting|storage|memory|bytes|servers|power|crash
lucide,decimals-arrow-left,numerical|decimal|decrease|less|fewer|precision|rounding|digits|fraction|float|number
lucide,decimals-arrow-right,numerical|decimal|increase|more|precision|rounding|digits|fraction|float|number
lucide,delete,backspace|remove
lucide,dessert,pudding|christmas|xmas|custard|iced bun|icing|fondant|cake|ice cream|gelato|sundae|scoop|dollop|sugar|food|sweet
lucide,diameter,shape|circle|geometry|trigonometry|width|height|size|calculate|measure
lucide,diamond,square|rectangle|oblique|rhombus|shape|suit|playing|cards
lucide,diamond-minus,keyframe|subtract|remove|decrease|reduce|calculator|button|keyboard|line|divider|separator|horizontal rule|hr|html|markup|markdown|---|toolbar|operator|code|coding|minimum|downgrade
lucide,diamond-percent,verified|unverified|sale|discount|offer|marketing|sticker|price tag
lucide,diamond-plus,keyframe|add|new|increase|increment|positive|calculate|toolbar|crosshair|aim|target|scope|sight|reticule|maximum|upgrade|extra|+
lucide,dice-1,dice|random|tabletop|1|board|game
lucide,dice-2,dice|random|tabletop|2|board|game
lucide,dice-3,dice|random|tabletop|3|board|game
lucide,dice-4,dice|random|tabletop|4|board|game
lucide,dice-5,dice|random|tabletop|5|board|game
lucide,dice-6,dice|random|tabletop|6|board|game
lucide,dices,dice|random|tabletop|board|game
lucide,diff,patch|difference|compare|plus|minus|plus-minus|math
lucide,disc,album|music|songs|format|cd|dvd|vinyl|sleeve|cover|platinum|compilation|ep|recording|playback|spin|rotate|rpm|dj
lucide,disc-2,album|music|vinyl|record|cd|dvd|format|dj|spin|rotate|rpm
lucide,disc-3,album|music|vinyl|record|cd|dvd|format|dj|spin|rotate|rpm
lucide,disc-album,album|music|songs|format|cd|dvd|vinyl|sleeve|cover|platinum|compilation|ep|recording|playback|spin|rotate|rpm|dj
lucide,divide,calculate|math|division|operator|code|÷|/
lucide,dna,gene|gmo|helix|heredity|chromosome|nucleic acid
lucide,dna-off,gene|gmo free|helix|heredity|chromosome|nucleic acid
lucide,dock,desktop|applications|launch|home|menu bar|bottom|line|macos|osx
lucide,dog,animal|pet|puppy|hound|canine
lucide,dollar-sign,currency|money|payment
lucide,donut,doughnut|sprinkles|topping|fast food|junk food|snack|treat|sweet|sugar|dessert|hollow|ring
lucide,door-closed,entrance|entry|exit|ingress|egress|gate|gateway|emergency exit
lucide,door-closed-locked,entrance|entry|exit|ingress|egress|gate|gateway|emergency exit|lock
lucide,door-open,entrance|entry|exit|ingress|egress|gate|gateway|emergency exit
lucide,dot,interpunct|interpoint|middot|step|punctuation|period|full stop|end|finish|final|characters|font|typography|type|center|.
lucide,download,import|export|save
lucide,drafting-compass,geometry|trigonometry|radius|diameter|circumference|calculate|measure|arc|curve|draw|sketch
lucide,drama,drama|masks|theater|theatre|entertainment|show
lucide,drill,power|bit|head|hole|diy|toolbox|build|construction
lucide,drone,quadcopter|uav|aerial|flight|flying|technology|airborne|robotics
lucide,droplet,water|weather|liquid|fluid|wet|moisture|damp|bead|globule
lucide,droplet-off,water|weather|liquid|fluid|wet|moisture|damp|bead|globule
lucide,droplets,water|weather|liquid|fluid|wet|moisture|damp|bead|globule
lucide,drum,drummer|kit|sticks|instrument|beat|bang|bass|backing track|band|play|performance|concert|march|music|audio|sound|noise|loud
lucide,drumstick,food|chicken|meat
lucide,dumbbell,barbell|weight|workout|gym
lucide,ear,hearing|noise|audio|accessibility
lucide,ear-off,hearing|hard of hearing|hearing loss|deafness|noise|silence|audio|accessibility
lucide,earth,world|browser|language|translate|globe
lucide,earth-lock,vpn|private|privacy|network|world|browser|security|encryption|protection|connection
lucide,eclipse,lunar|solar|crescent moon|sun|earth|day|night|planet|space|mode|dark|light|toggle|switch|color|css|styles|display|accessibility|contrast|brightness|blend|shade
lucide,egg,bird|chicken|nest|hatch|shell|incubate|soft boiled|hard|breakfast|brunch|morning|easter
lucide,egg-fried,food|breakfast
lucide,egg-off,egg free|vegan|hatched|bad egg
lucide,ellipse,shape|geometry|rounded|smooth|outline|form|boundary|curve|shapes|ellipse|oval
lucide,ellipsis,et cetera|etc|loader|loading|progress|pending|throbber|menu|options|operator|code|coding|spread|rest|more|further|extra|overflow|dots|…|...
lucide,ellipsis-vertical,menu|options|spread|more|further|extra|overflow|dots|…|...
lucide,equal,calculate|math|operator|assignment|code|=
lucide,equal-approximately,about|calculate|math|operater
lucide,equal-not,calculate|off|math|operator|code|≠
lucide,eraser,pencil|drawing|undo|delete|clear|trash|remove
lucide,ethernet-port,internet|network|connection|cable|lan|port|router|switch|hub|modem|web|online|networking|communication|socket|plug|slot|controller|connector|interface|console|signal|data|input|output
lucide,euro,currency|money|payment
lucide,ev-charger,electric|charger|station|vehicle|fast|plug|ev|power|electricity|energy|accumulator|charge
lucide,expand,scale|fullscreen|maximize|minimize|contract
lucide,external-link,outbound|open|share
lucide,eye,view|watch|see|show|expose|reveal|display|visible|visibility|vision|preview|read
lucide,eye-closed,view|watch|see|hide|conceal|mask|hidden|visibility|vision
lucide,eye-off,view|watch|see|hide|conceal|mask|hidden|visibility|vision
lucide,factory,building|business|energy|industry|manufacture|sector
lucide,fan,air|cooler|ventilation|ventilator|blower
lucide,fast-forward,music
lucide,feather,logo
lucide,fence,picket|panels|woodwork|diy|materials|suburban|garden|property|territory
lucide,ferris-wheel,big wheel|daisy wheel|observation|attraction|entertainment|amusement park|theme park|funfair
lucide,file,document
lucide,file-archive,zip|package|archive
lucide,file-axis-3d,model|3d|axis|coordinates
lucide,file-badge,award|achievement|badge|rosette|prize|winner
lucide,file-box,box|package|model
lucide,file-braces,code|json|curly braces|curly brackets
lucide,file-braces-corner,code|json|curly braces|curly brackets
lucide,file-chart-column,statistics|analytics|diagram|graph|presentation
lucide,file-chart-column-increasing,statistics|analytics|diagram|graph|presentation|trending up
lucide,file-chart-line,statistics|analytics|diagram|graph|presentation
lucide,file-chart-pie,statistics|analytics|diagram|graph|presentation
lucide,file-check,done|document|todo|tick|complete|task
lucide,file-check-corner,done|document|todo|tick|complete|task
lucide,file-clock,history|log|clock
lucide,file-code,script|document|gist|html|xml|property list|plist
lucide,file-code-corner,script|document|html|xml|property list|plist
lucide,file-cog,executable|settings|cog|edit|gear
lucide,file-diff,diff|patch
lucide,file-digit,number|document
lucide,file-down,download|import|export
lucide,file-exclamation-point,hidden|warning|alert|danger|protected|exclamation mark
lucide,file-headphone,music|audio|sound|headphones
lucide,file-heart,heart|favourite|bookmark|quick link
lucide,file-image,image|graphics|photo|picture
lucide,file-input,document
lucide,file-key,key|private|public|security
lucide,file-lock,lock|password|security
lucide,file-minus,delete|remove|erase|document
lucide,file-minus-corner,document
lucide,file-music,audio|sound|noise|track|digital|recording|playback|piano|keyboard|keys|notes|chord|midi|octave
lucide,file-output,document
lucide,file-pen,signature
lucide,file-pen-line,edit
lucide,file-play,movie|video|film
lucide,file-plus,add|create|new|document
lucide,file-plus-corner,add|create|new|document
lucide,file-question-mark,readme|help|question
lucide,file-scan,scan|code|qr-code
lucide,file-search,lost|document|find|browser|lens
lucide,file-search-corner,lost|document|find|browser|lens
lucide,file-signal,audio|music|volume
lucide,file-sliders,cogged|gear|mechanical|machinery|configuration|controls|preferences|settings|system|admin|edit|executable
lucide,file-spreadsheet,spreadsheet|sheet|table
lucide,file-stack,versions|multiple|copy|documents|revisions|version control|history
lucide,file-symlink,symlink|symbolic|link
lucide,file-terminal,terminal|bash|script|executable
lucide,file-text,data|txt|pdf|document
lucide,file-type,font|text|typography|type
lucide,file-type-corner,font|text|typography|type
lucide,file-up,upload|import|export
lucide,file-user,person|personal information|people|listing|networking|document|contact|cover letter|resume|cv|curriculum vitae|application form
lucide,file-video-camera,movie|video|film
lucide,file-volume,audio|music|volume
lucide,file-x,lost|delete|remove|document
lucide,file-x-corner,lost|delete|remove|document
lucide,files,multiple|copy|documents
lucide,film,movie|video|reel|camera|cinema|entertainment
lucide,fingerprint-pattern,2fa|authentication|biometric|identity|security
lucide,fire-extinguisher,flames|smoke|foam|water|spray|hose|firefighter|fireman|department|brigade|station|emergency|suppress|compressed|tank|cylinder|safety|equipment|amenities
lucide,fish,dish|restaurant|course|meal|seafood|pet|sea|marine
lucide,fish-off,food|dish|restaurant|course|meal|seafood|animal|pet|sea|marine|allergy|intolerance|diet
lucide,fish-symbol,dish|restaurant|course|meal|seafood|pet|sea|marine
lucide,fishing-hook,sea|boating|angler|bait|reel|tackle|marine|outdoors|fish|fishing|hook|sports|travel
lucide,fishing-rod,fishing|rod|hobby|equipment|reel
lucide,flag,report|marker|notification|warning|milestone|goal|notice|signal|attention|banner
lucide,flag-off,unflag|unmark|report|marker|notification|warning|milestone|goal|notice|signal|attention|banner
lucide,flag-triangle-left,report|timeline|marker|pin
lucide,flag-triangle-right,report|timeline|marker|pin
lucide,flame,heat|burn|light|glow|ignite|passion|ember|fire|lit|burning|spark|embers|smoke|firefighter|fireman|department|brigade|station|emergency
lucide,flame-kindling,campfire|camping|wilderness|outdoors|lit|warmth|wood|twigs|sticks
lucide,flashlight,torch|light|beam|emergency|safety|tool|bright
lucide,flashlight-off,torch|light|beam|emergency|safety|tool|bright
lucide,flask-conical,beaker|erlenmeyer|lab|chemistry|experiment|test
lucide,flask-conical-off,beaker|erlenmeyer|non toxic|lab|chemistry|experiment|test
lucide,flask-round,beaker|lab|chemistry|experiment|test
lucide,flip-horizontal-2,reflect|mirror|alignment|dashed
lucide,flip-vertical-2,reflect|mirror|alignment|dashed
lucide,flower,sustainability|nature|plant|spring
lucide,flower-2,sustainability|nature|plant
lucide,focus,camera|lens|photo|dashed
lucide,fold-horizontal,arrow|collapse|fold|vertical|dashed
lucide,fold-vertical,arrow|collapse|fold|vertical|dashed
lucide,folder,directory
lucide,folder-archive,archive|zip|package
lucide,folder-bookmark,folder|bookmark|file|mark|storage|archive|directory|project|favorite|save|read later
lucide,folder-check,done|directory|todo|tick|complete|task
lucide,folder-clock,history|directory|clock
lucide,folder-closed,directory|closed
lucide,folder-code,directory|coding|develop|software
lucide,folder-cog,directory|settings|control|preferences|cog|edit|gear
lucide,folder-dot,directory|root|project|pinned|active|current|cogged|gear|mechanical|machinery|configuration|controls|preferences|settings|system|admin|edit
lucide,folder-down,directory|download|import|export
lucide,folder-git,directory|root|project|git|repo
lucide,folder-git-2,directory|root|project|git|repo
lucide,folder-heart,directory|heart|favourite|bookmark|quick link
lucide,folder-input,directory|import|export
lucide,folder-kanban,projects|manage|overview|board|tickets|issues|roadmap|plan|intentions|productivity|work|agile|code|coding|directory|project|root
lucide,folder-key,directory|key|private|security|protected
lucide,folder-lock,directory|lock|private|security|protected
lucide,folder-minus,directory|remove|delete
lucide,folder-open,directory
lucide,folder-open-dot,directory|root|project|active|current|pinned
lucide,folder-output,directory|import|export
lucide,folder-pen,directory|rename
lucide,folder-plus,directory|add|create|new
lucide,folder-root,directory|root|project|git|repo
lucide,folder-search,directory|search|find|lost|browser|lens
lucide,folder-search-2,directory|search|find|lost|browser|lens
lucide,folder-symlink,directory|symlink|symbolic|link
lucide,folder-sync,directory|synchronize|synchronise|refresh|reconnect|transfer|backup
lucide,folder-tree,directory|tree|browser
lucide,folder-up,directory|upload|import|export
lucide,folder-x,directory|remove|delete
lucide,folders,multiple|copy|directories
lucide,footprints,steps|walking|foot|feet|trail|shoe
lucide,forklift,machinery|industrial|warehouse|lifting|storage|equipment|heavy-duty|moving|vehicle|transport|logistics
lucide,form,document|page|file|layout|paper|stub|formality|structure|template|inputs|design|components
lucide,forward,send|share|email
lucide,frame,logo|design|tool
lucide,frown,emoji|face|bad|sad|emotion
lucide,fuel,filling-station|gas|petrol|tank
lucide,fullscreen,expand|zoom|preview|focus|camera|lens|image
lucide,funnel,filter|hopper
lucide,funnel-plus,filter|hopper|add|create|new
lucide,funnel-x,filter|hopper|remove|delete
lucide,gallery-horizontal,carousel|pictures|images|scroll|swipe|album|portfolio
lucide,gallery-horizontal-end,carousel|pictures|images|scroll|swipe|album|portfolio|history|versions|backup|time machine
lucide,gallery-thumbnails,carousel|pictures|images|album|portfolio|preview
lucide,gallery-vertical,carousel|pictures|images|scroll|swipe|album|portfolio
lucide,gallery-vertical-end,carousel|pictures|images|scroll|swipe|album|portfolio|history|versions|backup|time machine
lucide,gamepad,console
lucide,gamepad-2,console
lucide,gamepad-directional,direction|arrow|controller|navigation|button|move|pointer|arrowhead|console|game|gaming
lucide,gauge,dashboard|dial|meter|speed|pressure|measure|level
lucide,gavel,justice|law|court|judgment|legal|hands|penalty|decision|authority|hammer|mallet
lucide,gem,diamond|crystal|ruby|jewellery|price|special|present|gift|ring|wedding|proposal|marriage|rubygems
lucide,georgian-lari,currency|money|payment
lucide,ghost,pac-man|spooky
lucide,gift,present|box|birthday|party
lucide,git-branch,code|version control|vcs|repository
lucide,git-branch-minus,code|version control|vcs|repository|delete|remove|-
lucide,git-branch-plus,code|version control|vcs|repository|add|create|+
lucide,git-commit-horizontal,code|version control|waypoint|stop|station
lucide,git-commit-vertical,code|version control|waypoint|stop|station
lucide,git-compare,code|version control|diff
lucide,git-compare-arrows,code|version control|diff
lucide,git-fork,code|version control
lucide,git-graph,code|version control|commit graph|commits|gitlens
lucide,git-merge,code|version control
lucide,git-merge-conflict,code|version control|commits|diff|error|conflict
lucide,git-pull-request,code|version control|open
lucide,git-pull-request-arrow,code|version control|open
lucide,git-pull-request-closed,code|version control|rejected|closed|cancelled|x
lucide,git-pull-request-create,code|version control|open|plus|add|+
lucide,git-pull-request-create-arrow,code|version control|open|plus|add|+
lucide,git-pull-request-draft,code|version control|open|draft|dashed
lucide,glass-water,beverage|drink|glass|water
lucide,glasses,glasses|spectacles
lucide,globe,world|browser|language|translate
lucide,globe-check,world|browser|language|translate|internet|web|check|verified|success|valid|available|online|status
lucide,globe-lock,vpn|private|privacy|network|world|browser|security|encryption|protection|connection
lucide,globe-off,globe|earth|planet|disable|mute|off|hide|avoid|world|browser|language|translate|internet|offline|disconnected|network|connection|no connection|network failure|signal off
lucide,globe-x,globe|internet|offline|disconnected|network|connection|world|no connection|network failure|signal off
lucide,goal,flag|bullseye
lucide,gpu,processor|cores|technology|computer|chip|circuit|specs|graphics processing unit|video card|display adapter|gddr|rendering|digital image processing|crypto mining
lucide,graduation-cap,school|university|learn|study|mortarboard|education|ceremony|academic|hat|diploma|bachlor's|master's|doctorate
lucide,grape,fruit|wine|food
lucide,grid-2x2,table|rows|columns|blocks|plot|land|geometry|measure|size|width|height|distance|surface area|square meter|acre|window|skylight
lucide,grid-2x2-check,table|rows|columns|blocks|plot|land|geometry|measure|data|size|width|height|distance|surface area|square meter|acre
lucide,grid-2x2-plus,table|rows|columns|blocks|plot|land|geometry|measure|data|size|width|height|distance|surface area|square meter|acre
lucide,grid-2x2-x,table|rows|columns|data|blocks|plot|land|geometry|measure|size|width|height|distance|surface area|square meter|acre
lucide,grid-3x2,table|rows|columns|blocks|plot|land|geometry|measure|size|width|height|distance|surface area|square meter|acre|window
lucide,grid-3x3,table|rows|columns
lucide,grip,grab|dots|handle|move|drag
lucide,grip-horizontal,grab|dots|handle|move|drag
lucide,grip-vertical,grab|dots|handle|move|drag
lucide,group,cubes|packages|parts|units|collection|cluster|gather|dashed
lucide,guitar,acoustic|instrument|strings|riff|rock|band|country|concert|performance|play|lead|loud|music|audio|sound|noise
lucide,ham,food|pork|pig|meat|bone|hock|knuckle|gammon|cured
lucide,hamburger,burger|cheeseburger|meat|beef|patty|bun|fast food|junk food|takeaway|takeout|snack|dish|restaurant|lunch|meal|savory|savoury|cookery|cooking|grilled|barbecue|barbeque|bbq|lettuce|tomato|relish|pickles|onions|ketchup|mustard|mayonnaise
lucide,hammer,mallet|nails|diy|toolbox|build|construction
lucide,hand,wave|move|mouse|grab
lucide,hand-coins,savings|banking|money|finance|offers|mortgage|payment|received|wage|payroll|allowance|pocket money|handout|pennies
lucide,hand-fist,clench|strength|power|unity|solidarity|rebellion|victory|triumph|support|fight|combat|brawl
lucide,hand-grab,hand
lucide,hand-heart,love|like|emotion
lucide,hand-helping,agreement|help|proposal|charity|begging|terms
lucide,hand-metal,rock
lucide,hand-platter,waiter|waitress|restaurant|table service|served|dinner|dining|meal|course|luxury
lucide,handbag,bag|baggage|carry|clutch|fashion|luggage|purse|tote|travel
lucide,handshake,agreement|partnership|deal|business|assistance|cooperation|friendship|union|terms
lucide,hard-drive,computer|server|memory|data|ssd|disk|hard disk|storage|hardware|backup|media
lucide,hard-drive-download,computer|server|memory|data|ssd|disk|hard disk|save
lucide,hard-drive-upload,computer|server|memory|data|ssd|disk|hard disk|save
lucide,hard-hat,helmet|construction|safety|savety
lucide,hash,hashtag|number|pound
lucide,hat-glasses,incognito|disguise|costume|masked|anonymous|anonymity|privacy|private browsing|stealth|hidden|undercover|cloak|invisible|ghost|spy|agent|detective|identity|cap|fedora|spectacles|shades|sunglasses|eyewear
lucide,haze,mist|fog
lucide,hd,tv|resolution|video|high definition|720p|1080p
lucide,hdmi-port,socket|plug|slot|controller|connector|interface|console|signal|audio|video|visual|av|data|input|output
lucide,heading,h1|html|markup|markdown
lucide,heading-1,h1|html|markup|markdown
lucide,heading-2,h2|html|markup|markdown
lucide,heading-3,h3|html|markup|markdown
lucide,heading-4,h4|html|markup|markdown
lucide,heading-5,h5|html|markup|markdown
lucide,heading-6,h6|html|markup|markdown
lucide,headphone-off,music|audio|sound|mute|off
lucide,headphones,music|audio|sound
lucide,headset,music|audio|sound|gaming|headphones|headset|call|center|phone|telephone|voip|video
lucide,heart,like|love|emotion|suit|playing|cards
lucide,heart-crack,heartbreak|sadness|emotion
lucide,heart-handshake,agreement|charity|help|deal|terms|emotion|together|handshake
lucide,heart-minus,unlike|unfavorite|remove|delete|damage
lucide,heart-off,unlike|dislike|hate|emotion
lucide,heart-plus,plus|like|favorite|add|health|support
lucide,heart-pulse,heartbeat|pulse|health|medical|blood pressure|cardiac|systole|diastole
lucide,heart-x,unlike|unfavorite|remove|reject|dismiss|delete|clear
lucide,heater,heating|warmth|comfort|fire|stove|electric|electronics|amenities
lucide,helicopter,transport|flying|rotor|aviation|helipad|gear|flyer|technology|helicopter|aircraft|vehicle
lucide,hexagon,shape|node.js|logo
lucide,highlighter,mark|text
lucide,history,time|redo|undo|rewind|timeline|version|time machine|backup|rotate|ccw
lucide,hop,beer|brewery|drink
lucide,hop-off,beer|brewery|drink|hop free|allergy|intolerance|diet
lucide,hospital,infirmary|sanatorium|healthcare|doctor|hospice|clinic|emergency room|ward|building|medical|vet
lucide,hotel,building|hostel|motel|inn
lucide,hourglass,timer|time|sandglass
lucide,house,home|living|building|residence|architecture
lucide,house-heart,home sweet home|abode|building|residence|healthy living|lifestyle
lucide,house-plug,home|living|building|residence|architecture|autarky|energy
lucide,house-plus,home|living|medical|new|addition|building|residence|architecture
lucide,house-wifi,home|living|building|wifi|connectivity
lucide,ice-cream-bowl,gelato|food|dessert|dish|restaurant|course|meal
lucide,ice-cream-cone,gelato|food
lucide,id-card,card|badge|identity|authentication|secure
lucide,id-card-lanyard,id-card|id-card-lanyard|identity|employee|gate-pass|badge
lucide,image,picture|photo
lucide,image-down,picture|photo|download|save|export
lucide,image-minus,remove|delete
lucide,image-off,picture|photo
lucide,image-play,picture|gif|photo
lucide,image-plus,add|create|picture
lucide,image-up,picture|photo|upload|import
lucide,image-upscale,resize|picture|sharpen|increase
lucide,images,picture|photo|multiple|copy|gallery|album|collection|slideshow|showcase
lucide,import,save
lucide,inbox,email
lucide,indian-rupee,currency|money|payment
lucide,infinity,unlimited|forever|loop|math
lucide,info,about|advice|clue|details|help|hint|indicator|information|knowledge|notice|status|support|tooltip
lucide,inspection-panel,access|cover|tile|metal|materials|screws
lucide,italic,oblique|text|format
lucide,iteration-ccw,arrow|right
lucide,iteration-cw,arrow|left
lucide,japanese-yen,currency|money|payment
lucide,joystick,game|console|control stick
lucide,kanban,projects|manage|overview|board|tickets|issues|roadmap|plan|intentions|productivity|work|agile|code|coding
lucide,kayak,kayak|boat|paddle|water|sport|recreation|adventure|outdoors|equipment|lake|ocean
lucide,key,password|login|authentication|secure|unlock|keychain|key ring|fob
lucide,key-round,password|login|authentication|secure|unlock
lucide,key-square,password|login|authentication|secure|unlock|car key
lucide,keyboard,layout|spell|settings|mouse
lucide,keyboard-music,music|audio|sound|noise|notes|keys|chord|octave|midi|controller|instrument|electric|signal|digital|studio|production|producer|pianist|piano|play|performance|concert
lucide,keyboard-off,unkeys|layout|spell|settings|mouse
lucide,lamp,lighting|household|home|furniture
lucide,lamp-ceiling,lighting|household|home|furniture
lucide,lamp-desk,lighting|household|office|desk|home|furniture
lucide,lamp-floor,lighting|household|floor|home|furniture
lucide,lamp-wall-down,lighting|household|wall|home|furniture
lucide,lamp-wall-up,lighting|household|wall|home|furniture
lucide,land-plot,area|surface|square metres|allotment|parcel|property|plane|acres|measure|distance|isometric|flag|golf course|hole
lucide,landmark,bank|building|capitol|finance|money|museum|art gallery|hall|institute|pediment|portico|doric|columns|pillars|classical|architecture|government|institution|monument|site|history|historic|library|temple|ancient|structure
lucide,languages,translate
lucide,laptop,computer|screen|remote
lucide,laptop-minimal,computer|screen|remote
lucide,laptop-minimal-check,computer|screen|remote|success|done|todo|tick|complete|task
lucide,lasso,select|cursor
lucide,lasso-select,select|cursor
lucide,laugh,emoji|face|happy|good|emotion
lucide,layers,stack|pile|pages|sheets|paperwork|copies|copy
lucide,layers-2,stack|pile|pages|sheets|paperwork|copies|copy|duplicate|double|shortcuts
lucide,layers-minus,stack|pile|pages|sheets|paperwork|copies|copy|layers|remove|delete
lucide,layers-plus,stack|layers|add|new|increase|create|positive|copy|upgrade
lucide,layout-dashboard,masonry|brick
lucide,layout-grid,app|home|start
lucide,layout-list,todo|tasks|items|pending|image|photo
lucide,layout-panel-left,app|home|start|grid
lucide,layout-panel-top,window|webpage|block|section|grid|template|structure
lucide,layout-template,window|webpage|block|section
lucide,leaf,sustainability|nature|energy|plant|autumn
lucide,leafy-green,salad|lettuce|vegetable|chard|cabbage|bok choy
lucide,lectern,pulpit|podium|stand
lucide,lens-concave,concave|lens|optics|light|magnification|curved|focus|refraction|science|physics|eyeglass|telescope|microscope
lucide,lens-convex,convex|lens|optics|magnification|focus|light|refraction|physics|eyeglass|telescope|microscope|curved|science
lucide,library,books|reading|written|authors|stories|fiction|novels|information|knowledge|education|high school|university|college|academy|learning|study|research|collection|vinyl|records|albums|music|package
lucide,library-big,books|reading|written|authors|stories|fiction|novels|information|knowledge|education|high school|university|college|academy|learning|study|research|collection|vinyl|records|albums|music|package
lucide,life-buoy,preserver|life belt|lifesaver|help|rescue|ship|ring|raft|inflatable|wheel|donut
lucide,ligature,text|font|typography|alternates|alternatives
lucide,lightbulb,idea|bright|lights
lucide,lightbulb-off,lights
lucide,line-dot-right-horizontal,code|version control|waypoint|stop|station|last|end
lucide,line-squiggle,line|snakes|annotate|curve|doodle|stroke|pen|tool|gesture|draw|wave|art|road
lucide,line-style,line|stroke|style|dashed|border
lucide,link,chain|url
lucide,link-2,chain|url
lucide,link-2-off,unchain|chain
lucide,list,options
lucide,list-check,done|check|tick|complete|list|to-do|bom
lucide,list-checks,todo|done|check|tick|complete|tasks|items|pending
lucide,list-chevrons-down-up,options|items|collapse|expand|details|disclosure|show|hide|toggle|accordion|more|less|fold|unfold|vertical
lucide,list-chevrons-up-down,options|items|collapse|expand|details|disclosure|show|hide|toggle|accordion|more|less|fold|unfold|vertical
lucide,list-collapse,items|collapse|expand|details|disclosure|show|hide|toggle|accordion|more|less|fold|unfold
lucide,list-end,queue|bottom|end|playlist
lucide,list-filter,options
lucide,list-filter-plus,filter|plus|options|add
lucide,list-indent-decrease,text|tab
lucide,list-indent-increase,text|tab
lucide,list-minus,playlist|remove|song|subtract|delete|unqueue
lucide,list-music,playlist|queue|music|audio|playback
lucide,list-ordered,number|order|queue
lucide,list-plus,playlist|add|song|track|new
lucide,list-restart,reset|refresh|reload|playlist|replay
lucide,list-start,queue|top|start|next|playlist
lucide,list-todo,todo|done|check|tick|complete|tasks|items|pending
lucide,list-tree,tree|browser
lucide,list-video,playlist|video|playback
lucide,list-x,playlist|subtract|remove|delete|unqueue
lucide,loader,loading|wait|busy|progress|spinner|spinning|throbber
lucide,loader-circle,loading|wait|busy|progress|spinner|spinning|throbber|circle
lucide,loader-pinwheel,loading|wait|busy|progress|throbber|spinner|spinning|beach ball|frozen|freeze
lucide,locate,map|gps|location|cross
lucide,locate-fixed,map|gps|location|cross
lucide,locate-off,map|gps|location|cross
lucide,lock,security|password|secure|admin
lucide,lock-keyhole,security|password|secure|admin
lucide,lock-keyhole-open,security
lucide,lock-open,security
lucide,log-in,sign in|arrow|enter|auth
lucide,log-out,sign out|arrow|exit|auth
lucide,logs,options|list|menu|order|queue|tasks|logs
lucide,lollipop,lolly|candy|sugar|food|sweet|dessert|spiral
lucide,luggage,baggage|luggage|travel|suitcase
lucide,magnet,horseshoe|lock|science|snap
lucide,mail,email|message|letter|unread
lucide,mail-check,email|message|letter|subscribe|delivered|success|read|done|todo|tick|complete|task
lucide,mail-minus,email|message|letter|remove|delete
lucide,mail-open,email|message|letter|read
lucide,mail-plus,email|message|letter|add|create|new|compose
lucide,mail-question-mark,email|message|letter|delivery|undelivered
lucide,mail-search,email|message|letter|search|lens
lucide,mail-warning,email|message|letter|delivery error|exclamation mark
lucide,mail-x,email|message|letter|remove|delete
lucide,mailbox,emails|messages|letters|mailing list|newsletter
lucide,mails,emails|messages|letters|multiple|mailing list|newsletter|copy
lucide,map,location|navigation|travel
lucide,map-minus,location|navigation|travel|drop|delete|remove|erase
lucide,map-pin,location|waypoint|marker|drop
lucide,map-pin-check,location|waypoint|marker|drop|done|tick|complete|task|added
lucide,map-pin-check-inside,location|waypoint|marker|drop|done|tick|complete|task|added
lucide,map-pin-house,location|waypoint|marker|drop|home|living|building|residence|architecture|address|poi|real estate|property|navigation|destination|geolocation|place|landmark
